Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
208,03/22/2024 02:17:21.423,+3.48911183E+01,+3.57831588E+01,+3.52471540E+01,+3.51191773E+01,+3.59594481E+01
209,03/22/2024 02:17:31.406,+3.47684397E+01,+3.57079527E+01,+3.51188156E+01,+3.50398769E+01,+3.59747000E+01
210,03/22/2024 02:17:41.388,+3.47324975E+01,+3.56491558E+01,+3.50826188E+01,+3.49998034E+01,+3.58891089E+01
211,03/22/2024 02:17:51.401,+3.46215753E+01,+3.54983691E+01,+3.49495351E+01,+3.48449682E+01,+3.56002780E+01
212,03/22/2024 02:18:01.388,+3.45392791E+01,+3.54329795E+01,+3.48902181E+01,+3.47557922E+01,+3.58886591E+01
213,03/22/2024 02:18:11.389,+3.44159998E+01,+3.52845783E+01,+3.47176292E+01,+3.46186275E+01,+3.56500483E+01
214,03/22/2024 02:18:21.388,+3.42912431E+01,+3.52064924E+01,+3.46354371E+01,+3.45407500E+01,+3.53465497E+01
215,03/22/2024 02:18:31.388,+3.42034596E+01,+3.51318758E+01,+3.45490482E+01,+3.44530786E+01,+3.53495096E+01
216,03/22/2024 02:18:41.388,+3.41384995E+01,+3.50395750E+01,+3.45249645E+01,+3.44227761E+01,+3.48556795E+01
217,03/22/2024 02:18:51.388,+3.40843226E+01,+3.49913983E+01,+3.44485805E+01,+3.43492187E+01,+3.52902450E+01
218,03/22/2024 02:19:01.388,+3.39649630E+01,+3.48703420E+01,+3.43051940E+01,+3.41952157E+01,+3.49325798E+01
219,03/22/2024 02:19:11.388,+3.38493145E+01,+3.47506487E+01,+3.41775120E+01,+3.40662683E+01,+3.48296589E+01
220,03/22/2024 02:19:21.411,+3.36995558E+01,+3.46198175E+01,+3.40738704E+01,+3.39696802E+01,+3.51846407E+01
221,03/22/2024 02:19:31.434,+3.36501484E+01,+3.45468768E+01,+3.40232894E+01,+3.39403209E+01,+3.43036868E+01
222,03/22/2024 02:19:41.406,+3.35790675E+01,+3.44737161E+01,+3.38801679E+01,+3.38550364E+01,+3.45652693E+01
223,03/22/2024 02:19:51.433,+3.34288219E+01,+3.43064281E+01,+3.38062463E+01,+3.39057489E+01,+3.45436202E+01
224,03/22/2024 02:20:01.434,+3.33448842E+01,+3.42651797E+01,+3.37694399E+01,+3.38837806E+01,+3.46117182E+01
225,03/22/2024 02:20:11.403,+3.32837628E+01,+3.42392767E+01,+3.37663491E+01,+3.39000203E+01,+3.44260068E+01
226,03/22/2024 02:20:21.388,+3.32347630E+01,+3.41433505E+01,+3.36372817E+01,+3.37868264E+01,+3.44011549E+01
227,03/22/2024 02:20:31.388,+3.30696894E+01,+3.40450693E+01,+3.35199547E+01,+3.36658674E+01,+3.42148401E+01
228,03/22/2024 02:20:41.388,+3.30059371E+01,+3.39839084E+01,+3.34403149E+01,+3.35905868E+01,+3.40231921E+01
229,03/22/2024 02:20:51.388,+3.29212660E+01,+3.38971060E+01,+3.33673147E+01,+3.35310757E+01,+3.40333803E+01
230,03/22/2024 02:21:01.388,+3.28505922E+01,+3.37986696E+01,+3.32759453E+01,+3.34405716E+01,+3.38447687E+01
231,03/22/2024 02:21:11.412,+3.27880542E+01,+3.37056339E+01,+3.31322520E+01,+3.33094164E+01,+3.36156352E+01
232,03/22/2024 02:21:21.397,+3.34124075E+01,+3.38987061E+01,+3.36084614E+01,+3.35543065E+01,+3.21564735E+01
233,03/22/2024 02:21:31.423,+3.27511714E+01,+3.34452576E+01,+3.27705961E+01,+3.29183641E+01,+3.02826808E+01
234,03/22/2024 02:21:41.399,+3.29071308E+01,+3.33018138E+01,+3.23695831E+01,+3.25696861E+01,+3.05095882E+01
235,03/22/2024 02:21:51.386,+3.39809329E+01,+3.37139975E+01,+3.33218741E+01,+3.27650447E+01,+3.13427511E+01
236,03/22/2024 02:22:01.431,+3.35254309E+01,+3.37816572E+01,+3.36528085E+01,+3.32049095E+01,+3.20448457E+01
237,03/22/2024 02:22:11.386,+3.29250856E+01,+3.31812240E+01,+3.23400902E+01,+3.25135391E+01,+3.11215303E+01
238,03/22/2024 02:22:21.386,+3.28165699E+01,+3.31200341E+01,+3.21905341E+01,+3.23398498E+01,+3.13615945E+01
239,03/22/2024 02:22:31.386,+3.25714657E+01,+3.29356537E+01,+3.20767527E+01,+3.22268203E+01,+3.06687114E+01
240,03/22/2024 02:22:41.386,+3.24943879E+01,+3.28649073E+01,+3.20374937E+01,+3.22302125E+01,+3.07664888E+01
241,03/22/2024 02:22:51.403,+3.24437698E+01,+3.27659358E+01,+3.19581229E+01,+3.21194892E+01,+3.08058784E+01
242,03/22/2024 02:23:01.421,+3.23858933E+01,+3.26842785E+01,+3.18599999E+01,+3.20807922E+01,+3.10105031E+01
243,03/22/2024 02:23:11.416,+3.23300618E+01,+3.25643653E+01,+3.18422850E+01,+3.20002876E+01,+3.06450993E+01
244,03/22/2024 02:23:21.399,+3.23294120E+01,+3.25743430E+01,+3.20515501E+01,+3.21217528E+01,+3.21980309E+01
245,03/22/2024 02:23:31.393,+3.22778288E+01,+3.24659361E+01,+3.19758706E+01,+3.20300238E+01,+3.21795133E+01
246,03/22/2024 02:23:41.388,+3.21832926E+01,+3.23757728E+01,+3.18845380E+01,+3.19381119E+01,+3.23192154E+01
247,03/22/2024 02:23:51.396,+3.21388260E+01,+3.23491483E+01,+3.18891998E+01,+3.19575177E+01,+3.25149582E+01
248,03/22/2024 02:24:01.388,+3.20422466E+01,+3.22245179E+01,+3.17642919E+01,+3.17728387E+01,+3.21156175E+01
249,03/22/2024 02:24:11.388,+3.18985184E+01,+3.20527221E+01,+3.16168611E+01,+3.16471420E+01,+3.18976207E+01
250,03/22/2024 02:24:21.388,+3.18294800E+01,+3.20572154E+01,+3.15946328E+01,+3.16628399E+01,+3.17735998E+01
251,03/22/2024 02:24:31.388,+3.16764756E+01,+3.19522670E+01,+3.14767777E+01,+3.15025720E+01,+3.20186339E+01
252,03/22/2024 02:24:41.397,+3.15726810E+01,+3.19336860E+01,+3.14284097E+01,+3.15461807E+01,+3.20480877E+01
253,03/22/2024 02:24:51.417,+3.14587129E+01,+3.18420540E+01,+3.13233923E+01,+3.14018587E+01,+3.18495625E+01
254,03/22/2024 02:25:01.388,+3.13914444E+01,+3.17030768E+01,+3.12565418E+01,+3.13911852E+01,+3.14201023E+01
255,03/22/2024 02:25:11.399,+3.12930183E+01,+3.16298408E+01,+3.11398988E+01,+3.12357646E+01,+3.19254035E+01
256,03/22/2024 02:25:21.388,+3.11744363E+01,+3.15710569E+01,+3.10587788E+01,+3.11860712E+01,+3.18250278E+01
257,03/22/2024 02:25:31.403,+3.09595949E+01,+3.14818050E+01,+3.09499751E+01,+3.10909300E+01,+3.14219261E+01
258,03/22/2024 02:25:41.388,+3.08658788E+01,+3.14168355E+01,+3.09180196E+01,+3.10537230E+01,+3.15914033E+01
259,03/22/2024 02:25:51.388,+3.06974762E+01,+3.12820819E+01,+3.07582254E+01,+3.08831405E+01,+3.15426278E+01
260,03/22/2024 02:26:01.388,+3.06011230E+01,+3.12046314E+01,+3.07032776E+01,+3.08437447E+01,+3.11196855E+01
261,03/22/2024 02:26:11.388,+3.04682915E+01,+3.11243610E+01,+3.06252545E+01,+3.07546452E+01,+3.14335139E+01
262,03/22/2024 02:26:21.405,+3.03578072E+01,+3.11021225E+01,+3.05725169E+01,+3.06991057E+01,+3.14924838E+01
263,03/22/2024 02:26:31.387,+3.02643850E+01,+3.09967159E+01,+3.04700639E+01,+3.06043486E+01,+3.14439185E+01
264,03/22/2024 02:26:41.412,+3.01553248E+01,+3.08070336E+01,+3.02993146E+01,+3.04436701E+01,+3.10792301E+01
265,03/22/2024 02:26:51.414,+3.01184921E+01,+3.07406682E+01,+3.02340638E+01,+3.03825658E+01,+3.12442869E+01
266,03/22/2024 02:27:01.451,+3.01256795E+01,+3.07074302E+01,+3.02005087E+01,+3.03408762E+01,+3.11247824E+01
267,03/22/2024 02:27:11.402,+3.00319474E+01,+3.06047510E+01,+3.01030272E+01,+3.02559390E+01,+3.09823241E+01
268,03/22/2024 02:27:21.455,+3.00059794E+01,+3.05356725E+01,+3.00101488E+01,+3.01311393E+01,+3.10160215E+01
269,03/22/2024 02:27:31.402,+2.99090153E+01,+3.04423489E+01,+2.99232145E+01,+3.00535468E+01,+3.08841953E+01
270,03/22/2024 02:27:41.434,+2.98721260E+01,+3.03395490E+01,+2.98753338E+01,+3.00035903E+01,+3.07340060E+01
271,03/22/2024 02:27:51.404,+2.98115274E+01,+3.02820029E+01,+2.98289633E+01,+2.99855085E+01,+3.05378956E+01
272,03/22/2024 02:28:01.432,+2.97373801E+01,+3.01984863E+01,+2.97398204E+01,+2.98837585E+01,+3.04155974E+01
273,03/22/2024 02:28:11.402,+2.96600092E+01,+3.01371215E+01,+2.96917263E+01,+2.98065407E+01,+3.04366214E+01
274,03/22/2024 02:28:21.402,+2.96036487E+01,+3.00585658E+01,+2.96019646E+01,+2.97487466E+01,+3.01987212E+01
275,03/22/2024 02:28:31.402,+2.94982945E+01,+2.99677095E+01,+2.95059392E+01,+2.96480324E+01,+3.01777746E+01
276,03/22/2024 02:28:41.410,+2.94164886E+01,+2.98800153E+01,+2.93931185E+01,+2.95747952E+01,+3.02597078E+01
